Plot;Quad;X_quad;Y_quad;Q_Yellow;X_yellow;Y_yellow;TAG ;Col_data;status;X_10;Y_10;X_q;Y_q;X;Y;alt;dia_x;dia_y;diam;
3;D;50;50;A3;20;0;no tag;2023;reprodutivo_23;1.5;3.5;21.5;3.5;71.5;53.5;6.8;5;5;78.5;
4;A;0;0;E2;0;30;2098;2022;immaturo_23 ;10;1.5;10;31.5;10;31.5;25.9;44.7;52.5;7368.795;
4;B;50;0;A2;10;40;2076;2022;reprodutivo_23;7.5;8.5;17.5;48.5;67.5;48.5;22.4;19.9;23.1;1443.4266;
4;B;50;0;A4;30;40;2071;2022;reprodutivo_23;8;0.5;38;40.5;88;40.5;22.9;18.1;28.7;1631.1358;
4;B;50;0;A4;30;40;2072;2022;reprodutivo_23;4.5;3;34.5;43;84.5;43;17.8;36.9;32.4;3754.0584;
4;B;50;0;A5;40;40;no tag;2022;immaturo_23 ;1.5;8;41.5;48;91.5;48;13.9;8.2;6.9;177.6612;
4;B;50;0;B2;10;30;2070;2022;reprodutivo_23;4.5;9;14.5;39;64.5;39;16.6;23.5;23.2;1711.928;
4;B;50;0;C5;40;20;2074;2022;reprodutivo_23;5.5;7.5;45.5;27.5;95.5;27.5;19;18.9;15.2;902.0592;
4;C;0;50;A1;0;0;2082;2022;reprodutivo_23;4;8;4;8;4;58;16.6;8.6;7.4;199.8296;
4;C;0;50;A2;0;10;2083;2022;immaturo_23 ;2;4;2;14;2;64;14.6;21.9;31.7;2179.8822;
4;C;0;50;A3;0;20;no tag;2022;immaturo_23 ;5.5;6;5.5;26;5.5;76;9.2;5.2;5;81.64;
4;C;0;50;C3;20;20;2078;2022;reprodutivo_23;9.5;1.5;29.5;21.5;29.5;71.5;8.4;8.1;9.7;246.7098;
4;C;0;50;E3;40;20;2077;2022;immaturo_23 ;8;1;48;21;48;71;12.9;5;8.8;138.16;
4;D;50;50;A1;40;0;no tag;2022;immaturo_23 ;3;3;43;3;93;53;7.1;5;5;78.5;
4;D;50;50;A4;10;0;2092;2022;reprodutivo_23;5;5;15;5;65;55;14.5;37.2;42;4905.936;
4;D;50;50;C3;20;20;2087;2022;reprodutivo_23;10;9;30;29;80;79;30.5;41.8;41;5381.332;
4;D;50;50;D1;40;30;2085;2022;reprodutivo_23;6.5;7;46.5;37;96.5;87;32.4;37.6;40.3;4757.9792;
4;D;50;50;D3;20;30;2086;2022;reprodutivo_23;5;7.5;25;37.5;75;87.5;48.8;112.4;121.6;42917.0176;
4;D;50;50;E1;40;40;2084;2022;reprodutivo_23;0;3;40;43;90;93;31;40.1;70;8813.98;
4;D;50;50;E1;40;40;no tag;2022;immaturo_23 ;3;0.5;43;40.5;93;90.5;9.6;5;5;78.5;
4;D;50;50;E1;40;40;no tag;2022;immaturo_23 ;3;0.5;43;40.5;93;90.5;9.6;5;5;78.5;
4;D;50;50;E1;40;40;no tag;2022;immaturo_23 ;3;0.5;43;40.5;93;90.5;9.6;5;5;78.5;
4;D;50;50;E1;40;40;no tag;2022;immaturo_23 ;3;0.5;43;40.5;93;90.5;9.6;5;5;78.5;
4;D;50;50;E1;40;40;no tag;2022;immaturo_23 ;3;0.5;43;40.5;93;90.5;9.6;5;5;78.5;
4;D;50;50;E1;40;40;no tag;2022;immaturo_23 ;4.5;2;44.5;42;94.5;92;6.8;5;5;78.5;
4;D;50;50;E1;40;40;no tag;2022;immaturo_23 ;4.5;2;44.5;42;94.5;92;5;5;5;78.5;
4;D;50;50;E1;40;40;no tag;2022;reprodutivo_23;4.5;2;44.5;42;94.5;92;14.2;7.1;7.2;160.5168;
4;D;50;50;E4;10;40;no tag;2022;immaturo_23 ;3;7;13;47;63;97;5;5;5;78.5;
4;D;50;50;E5;0;40;no tag;2022;reprodutivo_23;9;7.5;9;47.5;59;97.5;8;5;5;78.5;
4;D;50;50;E5;0;40;2088;2022;reprodutivo_23;8;5;8;45;58;95;32.9;32.4;51.9;5280.0984;
4;B;50;0;A2;10;40;no tag;2023;immaturo_23 ;7;9.5;17;49.5;67;49.5;5;5;5;78.5;
4;B;50;0;A2;10;40;no tag;2023;immaturo_23 ;7;9.5;17;49.5;67;49.5;5;5;5;78.5;
4;B;50;0;A5;40;40;no tag;2023;immaturo_23 ;8;2;48;42;98;42;7.8;15.5;12;584.04;
4;D;50;50;B4;10;10;no tag;2023;immaturo_23 ;6;8.5;16;18.5;66;68.5;5;5;5;78.5;
4;D;50;50;E1;40;40;no tag;2023;reprodutivo_23;4.5;2;44.5;42;94.5;92;7.5;5;5;78.5;
4;D;50;50;D4;10;30;no tag;2023;immaturo_23 ;9;9.5;19;39.5;69;89.5;5;5;5;78.5;
4;D;50;50;D4;10;30;no tag;2023;immaturo_23 ;9;9.5;19;39.5;69;89.5;5;5;5;78.5;
4;D;50;50;D4;10;30;no tag;2023;immaturo_23 ;9;9.5;19;39.5;69;89.5;5;5;5;78.5;
5;A;0;0;A3;40;20;2116;2022;reprodutivo_23;8;4;48;24;48;24;526.5;35.5;43.8;4882.386;
5;A;0;0;B1;30;40;no tag;2022;reprodutivo_23;5.5;2;35.5;42;35.5;42;5.5;5;5;78.5;
5;A;0;0;B5;30;0;2110;2022;reprodutivo_23;6;0.5;36;0.5;36;0.5;37;65.7;57.7;11903.3946;
5;A;0;0;B5;30;0;2113/2114;2022;reprodutivo_23;2;5;32;5;32;5;37.5;62;29.1;5665.188;
5;A;0;0;B5;30;0;no tag;2022;reprodutivo_23;9.5;2.5;39.5;2.5;39.5;2.5;18.2;5;5;78.5;
5;A;0;0;C2;20;30;2100;2022;reprodutivo_23;2;8.5;22;38.5;22;38.5;15;11.1;9.1;317.1714;
5;A;0;0;C4;20;10;2109;2022;reprodutivo_23;4;9.5;24;19.5;24;19.5;31;21.5;22.7;1532.477;
5;A;0;0;C5;20;0;2108;2022;reprodutivo_23;8;1;28;1;28;1;43.2;37;73.4;8527.612;
5;B;50;0;B1;0;30;no tag;2022;reprodutivo_23;4;5;4;35;54;35;14.9;10.1;10;317.14;
5;B;50;0;B4;30;30;no tag;2022;immaturo_23 ;4.5;6.5;34.5;36.5;84.5;36.5;5;5;5;78.5;
5;B;50;0;B4;30;30;no tag;2022;immaturo_23 ;4.5;6.5;34.5;36.5;84.5;36.5;5;5;5;78.5;
5;B;50;0;D2;10;10;no tag;2022;reprodutivo_23;1;7;11;17;61;17;15.1;11.1;9.1;317.1714;
5;B;50;0;E1;0;0;2120;2022;reprodutivo_23;6;0.5;6;0.5;56;0.5;36.6;23.3;30;2194.86;
5;C;0;50;A1;0;0;no tag;2022;reprodutivo_23;9;8;9;8;9;58;10.9;7.1;5;111.47;
5;C;0;50;A1;0;0;no tag;2022;reprodutivo_23;9;8;9;8;9;58;10.9;7.1;5;111.47;
5;C;0;50;A1;0;0;no tag;2022;reprodutivo_23;9;8;9;8;9;58;10.9;7.1;5;111.47;
5;C;0;50;A1;0;0;no tag;2022;reprodutivo_23;9;8;9;8;9;58;10.9;7.1;5;111.47;
5;C;0;50;A1;0;0;no tag;2022;reprodutivo_23;9;8;9;8;9;58;10.9;7.1;5;111.47;
5;C;0;50;A1;0;0;no tag;2022;reprodutivo_23;9;8;9;8;9;58;10.9;7.1;5;111.47;
5;C;0;50;A1;0;0;no tag;2022;reprodutivo_23;7;8;7;8;7;58;10.1;7;5;109.9;
5;C;0;50;A2;0;10;2129;2022;reprodutivo_23;7;10;7;20;7;70;47;64.7;79.5;16151.061;
5;C;0;50;A4;0;30;no tag;2022;reprodutivo_23;9;6;9;36;9;86;9.3;5;5;78.5;
5;C;0;50;A4;0;30;no tag;2022;reprodutivo_23;8;8;8;38;8;88;10.1;5;5;78.5;
5;C;0;50;C1;20;0;2128;2022;reprodutivo_23;8;1;28;1;28;51;10.9;17.5;11.8;648.41;
5;C;0;50;C1;20;0;no tag;2022;reprodutivo_23;6.5;4.5;26.5;4.5;26.5;54.5;7.4;5;5;78.5;
5;C;0;50;C1;20;0;no tag;2022;immaturo_23 ;6.5;4.5;26.5;4.5;26.5;54.5;9.2;5.5;7;120.89;
5;C;0;50;C2;20;10;no tag;2022;reprodutivo_23;9;2;29;12;29;62;15.8;14;16.8;738.528;
5;C;0;50;C3;20;20;no tag;2022;immaturo_23 ;7;10;27;30;27;80;5;5;5;78.5;
5;C;0;50;C4;20;30;2126;2022;reprodutivo_23;9;9;29;39;29;89;16.1;13.6;9.3;397.1472;
5;C;0;50;C4;20;30;no tag;2022;immaturo_23 ;8;1;28;31;28;81;11.4;5.5;5;86.35;
5;C;0;50;C4;20;30;no tag;2022;immaturo_23 ;7;1.5;27;31.5;27;81.5;5.7;5;5;78.5;
5;C;0;50;C5;20;40;2125;2022;reprodutivo_23;6.5;5.5;26.5;45.5;26.5;95.5;40.9;66.8;59.5;12480.244;
5;C;0;50;D1;30;0;no tag;2022;reprodutivo_23;4;1;34;1;34;51;14.8;6.8;8.9;190.0328;
5;C;0;50;D2;30;10;no tag;2022;reprodutivo_23;5.5;5;35.5;15;35.5;65;13.7;5.8;5.7;103.8084;
5;C;0;50;D3;30;20;no tag;2022;reprodutivo_23;7.5;8;37.5;28;37.5;78;20.3;5;5;78.5;
5;C;0;50;D3;30;20;no tag;2022;reprodutivo_23;7.5;8;37.5;28;37.5;78;20.3;5;5;78.5;
5;C;0;50;D3;30;20;no tag;2022;immaturo_23 ;7.5;8;37.5;28;37.5;78;5;5;5;78.5;
5;C;0;50;E1;40;0;no tag;2022;immaturo_23 ;3;5;43;5;43;55;13.9;5;5;78.5;
5;C;0;50;E3;40;20;no tag;2022;reprodutivo_23;3;4.5;43;24.5;43;74.5;17.6;7.3;6.5;148.993;
5;C;0;50;E5;40;40;no tag;2022;immaturo_23 ;1.4;4.5;41.4;44.5;41.4;94.5;13.9;5.8;8.5;154.802;
5;C;0;50;E5;40;40;no tag;2022;immaturo_23 ;3;6;43;46;43;96;13;5;5;78.5;
5;D;50;50;A1;40;0;no tag;2022;reprodutivo_23;1.5;3;41.5;3;91.5;53;14.8;5;5;78.5;
5;D;50;50;A1;40;0;no tag;2022;reprodutivo_23;1.5;3;41.5;3;91.5;53;14.8;5;5;78.5;
5;D;50;50;A1;40;0;no tag;2022;immaturo_23 ;1.5;3;41.5;3;91.5;53;5;5;5;78.5;
5;D;50;50;C1;40;20;2136;2022;reprodutivo_23;5.5;2;45.5;22;95.5;72;24.2;21.7;20.4;1390.0152;
5;D;50;50;C3;20;20;no tag;2022;reprodutivo_23;6;6.5;26;26.5;76;76.5;31.6;16.3;14.7;752.3754;
5;D;50;50;D3;20;30;2134;2022;reprodutivo_23;5;5.5;25;35.5;75;85.5;65.2;89.3;89.8;25180.0996;
5;A;0;0;B4;30;10;no tag;2023;reprodutivo_23;2;2.5;32;12.5;32;12.5;16;9.7;10.1;307.6258;
5;A;0;0;E3;0;20;no tag;2023;immaturo_23 ;4;1;4;21;4;21;5;5;5;78.5;
5;A;0;0;E3;0;20;no tag;2023;immaturo_23 ;5.5;1;5.5;21;5.5;21;5;5;5;78.5;
5;B;50;0;A1;0;40;no tag;2023;immaturo_23 ;7.5;5;7.5;45;57.5;45;5;5;5;78.5;
5;B;50;0;A5;40;40;no tag;2023;immaturo_23 ;0.5;8;40.5;48;90.5;48;5;5;5;78.5;
5;B;50;0;D3;10;20;no tag;2023;immaturo_23 ;3;8;13;28;63;28;5;5;5;78.5;
5;B;50;0;D5;10;40;no tag;2023;immaturo_23 ;3;3;13;43;63;43;5;5;5;78.5;
5;B;50;0;E5;0;40;no tag;2023;immaturo_23 ;0.5;5;0.5;45;50.5;45;5;5;5;78.5;
5;C;0;50;A2;0;10;no tag;2023;reprodutivo_23;7;3.5;7;13.5;7;63.5;11;5;5;78.5;
5;C;0;50;C2;20;10;no tag;2023;immaturo_23 ;6.5;3.5;26.5;13.5;26.5;63.5;5;5;5;78.5;
5;C;0;50;C5;20;40;no tag;2023;reprodutivo_23;2.5;6;22.5;46;22.5;96;13.8;12.7;15.9;634.0602;
5;C;0;50;D2;30;10;no tag;2023;immaturo_23 ;3;3;33;13;33;63;5;5;5;78.5;
5;C;0;50;D2;30;10;no tag;2023;immaturo_23 ;4;9.5;34;19.5;34;69.5;5;5;5;78.5;
5;C;0;50;E3;40;20;no tag;2023;immaturo_23 ;2;9;42;29;42;79;5;5;5;78.5;
5;C;0;50;E3;40;20;no tag;2023;reprodutivo_23;10;3;50;23;50;73;15;5;5;78.5;
5;C;0;50;E3;40;20;no tag;2023;reprodutivo_23;10;3.5;50;23.5;50;73.5;15;5;5;78.5;
5;D;50;50;B2;30;10;no tag;2023;immaturo_23 ;5.5;6.5;35.5;16.5;85.5;66.5;5;5;5;78.5;
5;D;50;50;C2;30;20;no tag;2023;immaturo_23 ;5.5;6.5;35.5;26.5;85.5;76.5;15.2;5.5;5;86.35;
5;D;50;50;E1;40;40;no tag;2023;reprodutivo_23;4;1.5;44;41.5;94;91.5;6;5;5;78.5;
5;D;50;50;E1;40;40;no tag;2023;immaturo_23 ;1;7.5;41;47.5;91;97.5;5;5;5;78.5;
6;A;0;0;B2;30;30;no tag;2022;immaturo_23 ;9.5;0.5;39.5;30.5;39.5;30.5;13.5;11.3;9.3;329.9826;
6;A;0;0;D4;10;10;no tag;2022;immaturo_23 ;1;3;11;13;11;13;12.2;5;5;78.5;
6;A;0;0;D4;10;10;no tag;2022;immaturo_23 ;3;9.8;13;19.8;13;19.8;13.8;5;5;78.5;
6;A;0;0;D4;10;10;no tag;2022;immaturo_23 ;3;9.8;13;19.8;13;19.8;13.8;5;5;78.5;
6;A;0;0;E3;0;20;no tag;2022;reprodutivo_23;4;6;4;26;4;26;20.6;20.7;19.8;1286.9604;
6;B;50;0;A5;40;40;2145;2022;reprodutivo_23;8.5;4;48.5;44;98.5;44;28.7;22.7;19.7;1404.1766;
6;B;50;0;C4;30;20;no tag;2022;immaturo_23 ;1;8;31;28;81;28;26.2;21.4;19.3;1296.8828;
6;C;0;50;B4;10;30;2150;2022;reprodutivo_23;5;10;15;40;15;90;35.8;44.2;50;6939.4;
6;C;0;50;B5;10;40;no tag;2022;immaturo_23 ;9;2;19;42;19;92;19.2;5;5;78.5;
6;C;0;50;C1;20;0;no tag;2022;immaturo_23 ;5.5;4;25.5;4;25.5;54;7.2;8.28;6.9;179.39448;
6;C;0;50;E3;40;20;no tag;2022;reprodutivo_23;10;3;50;23;50;73;21.6;16.2;15.4;783.3672;
6;D;50;50;C2;30;20;2152;2022;reprodutivo_23;7;8.5;37;28.5;87;78.5;24.2;53.2;51.2;8552.8576;
6;D;50;50;C2;30;20;2153;2022;reprodutivo_23;1.5;4.5;31.5;24.5;81.5;74.5;21.6;32.4;35.1;3570.9336;
6;D;50;50;E3;20;40;no tag;2022;immaturo_23 ;4.5;7.5;24.5;47.5;74.5;97.5;25.8;37.5;30.1;3544.275;
6;D;50;50;E3;20;40;no tag;2022;immaturo_23 ;6.5;6;26.5;46;76.5;96;14.3;13.6;13.3;567.9632;
6;D;50;50;E3;20;40;no tag;2022;immaturo_23 ;9.5;5;29.5;45;79.5;95;18.1;19.4;17.5;1066.03;
6;D;50;50;E4;10;40;no tag;2022;immaturo_23 ;1;4.5;11;44.5;61;94.5;10.9;7.7;8;193.424;
6;D;50;50;E4;10;40;no tag;2022;immaturo_23 ;5;3.5;15;43.5;65;93.5;9.79;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2022;immaturo_23 ;8;6.5;8;46.5;58;96.5;7.25;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2022;immaturo_23 ;8;6.5;8;46.5;58;96.5;7.25;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2022;immaturo_23 ;9.5;8.5;9.5;48.5;59.5;98.5;7.5;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2022;immaturo_23 ;9.5;8.5;9.5;48.5;59.5;98.5;7.5;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2022;immaturo_23 ;9.5;8.5;9.5;48.5;59.5;98.5;14.3;5;5;78.5;
6;D;50;50;E5;0;40;no tag;2023;immaturo_23 ;9.5;8.5;9.5;48.5;59.5;98.5;19.8;11;7.9;272.866;
7;A;0;0;B2;30;30;2159;2022;reprodutivo_23;8;7.5;38;37.5;38;37.5;26.7;11.4;10.9;390.1764;
7;A;0;0;D3;10;20;no tag;2022;reprodutivo_23;2;3.5;12;23.5;12;23.5;31.3;16.9;15.7;578.4194;
7;A;0;0;D3;10;20;no tag;2022;immaturo_23 ;8.5;1.5;18.5;21.5;18.5;21.5;22.4;5.7;5;280.9986;
7;A;0;0;E2;0;30;no tag;2022;immaturo_23 ;4;10;4;40;4;40;na;na;na;na;
7;A;0;0;E3;0;20;2155;2022;reprodutivo_23;3.5;8.5;3.5;28.5;3.5;28.5;44.4;24.4;21.4;1639.5824;
7;A;0;0;E4;0;10;2156;2022;reprodutivo_23;7;3;7;13;7;13;25.3;28.3;22.4;1990.5088;
7;B;50;0;A1;0;40;no tag;2022;immaturo_23 ;10;9;10;49;60;49;8.7;5;5;78.5;
7;B;50;0;A2;10;40;no tag;2022;immaturo_23 ;2.5;1.5;12.5;41.5;62.5;41.5;11.4;5;5;78.5;
7;B;50;0;A2;10;40;no tag;2022;immaturo_23 ;0.5;5.5;10.5;45.5;60.5;45.5;5;5;5;78.5;
7;B;50;0;A3;20;40;2167;2022;reprodutivo_23;7.5;6;27.5;46;77.5;46;31.7;33.75;28.9;3062.6775;
7;B;50;0;B3;20;30;2165;2022;reprodutivo_23;6;8;26;38;76;38;34.3;18.5;20.4;1185.036;
7;B;50;0;C1;0;20;no tag;2022;immaturo_23 ;8;7.5;8;27.5;58;27.5;13.9;6.3;6.1;120.6702;
7;B;50;0;E1;0;0;2163;2022;reprodutivo_23;4.5;8.5;4.5;8.5;54.5;8.5;23.9;24.7;16.6;1287.4628;
7;B;50;0;E5;40;0;2164;2022;reprodutivo_23;2.5;2.5;42.5;2.5;92.5;2.5;19.8;10.2;18.3;586.1124;
7;C;0;50;A1;0;0;2173;2022;reprodutivo_23;1;9.5;1;9.5;1;59.5;36.2;24.1;32.4;2451.8376;
7;C;0;50;A2;0;30;2172;2022;reprodutivo_23;0;8;0;38;0;88;48.9;46.02;39.3;5678.96004;
7;C;0;50;A2;0;30;no tag;2022;immaturo_23 ;4;2;4;32;4;82;11.8;5;5;78.5;
7;C;0;50;A3;0;20;2171;2022;reprodutivo_23;0;4.5;0;24.5;0;74.5;22.4;12.8;18.4;739.5328;
7;C;0;50;C5;20;40;2169;2022;reprodutivo_23;3;3;23;43;23;93;23.1;22.3;16.8;1176.3696;
7;D;50;50;A1;40;0;2175;2022;reprodutivo_23;5;0;45;0;95;50;49.3;45.4;47.3;6742.8988;
7;D;50;50;A3;20;0;no tag;2022;immaturo_23 ;6;9;26;9;76;59;22.3;11.7;8.9;326.9682;
7;D;50;50;B4;10;10;no tag;2022;reprodutivo_23;0.5;5;10.5;15;60.5;65;13.9;13.2;11.6;480.7968;
8;A;0;0;A1;40;40;no tag;2022;immaturo_23 ;10;1;50;41;50;41;11.3;5;5;78.5;
8;A;0;0;D3;10;20;2178;2022;reprodutivo_23;7;0.5;17;20.5;17;20.5;37.8;63.4;59.2;11785.2992;
8;A;0;0;E2;0;30;2183;2022;reprodutivo_23;10;0.5;10;30.5;10;30.5;31.9;64.4;58.8;11890.3008;
8;B;50;0;B5;40;30;2185;2022;reprodutivo_23;5.5;7.5;45.5;37.5;95.5;37.5;42.7;108.6;16.8;5728.8672;
8;B;50;0;C3;20;20;2186;2022;reprodutivo_23;10;7;30;27;80;27;38.3;96.1;75.1;22661.7254;
8;B;50;0;D1;0;10;2187;2022;reprodutivo_23;9;6;9;16;59;16;15.21;15.6;18.1;886.6104;
8;B;50;0;D3;20;10;no tag;2022;immaturo_23 ;0;2;20;12;70;12;11.2;5;5;78.5;
8;B;50;0;D3;20;10;no tag;2022;immaturo_23 ;0;2;20;12;70;12;11.2;5;5;78.5;
9;A;0;0;A5;40;0;no tag;2022;immaturo_23 ;1;1.5;41;1.5;41;1.5;6.4;5;5;78.5;
9;A;0;0;B5;30;0;no tag;2022;reprodutivo_23;6.5;3;36.5;3;36.5;3;11.7;5;5;78.5;
9;A;0;0;C1;20;40;no tag;2022;reprodutivo_23;1.5;1.5;21.5;41.5;21.5;41.5;11.3;5;5;78.5;
9;A;0;0;C2;20;30;2193;2022;reprodutivo_23;7.5;4.5;27.5;34.5;27.5;34.5;26.3;33.17;23.9;2489.27582;
9;A;0;0;C4;20;10;2191;2022;immaturo_23 ;9;2.5;29;12.5;29;12.5;1.5;8.8;8.1;223.8192;
9;A;0;0;C4;20;10;no tag;2022;immaturo_23 ;3;2.5;23;12.5;23;12.5;11.5;5;5;78.5;
9;A;0;0;C4;20;10;no tag;2022;immaturo_23 ;3;2.5;23;12.5;23;12.5;9;5;5;78.5;
9;A;0;0;D2;10;30;no tag;2022;reprodutivo_23;2;5;12;35;12;35;11.5;5;5;78.5;
9;A;0;0;E3;0;20;no tag;2022;reprodutivo_23;3;5;3;25;3;25;13.11;15;17.7;833.67;
9;B;50;0;B1;0;30;2200;2022;reprodutivo_23;2;2.5;2;32.5;52;32.5;23.3;30.1;34.6;3270.1844;
9;B;50;0;B1;0;30;no tag;2022;immaturo_23 ;3;8.5;3;38.5;53;38.5;12.5;5;5;78.5;
9;B;50;0;B2;10;30;no tag;2022;immaturo_23 ;1;1.5;11;31.5;61;31.5;8.4;5;5;78.5;
9;B;50;0;B2;10;30;no tag;2022;immaturo_23 ;3;8;13;38;63;38;9.2;5;5;78.5;
9;B;50;0;B2;10;30;no tag;2022;reprodutivo_23;2.5;4.5;12.5;34.5;62.5;34.5;14.3;30.2;21.7;2057.7676;
9;B;50;0;C2;10;20;2202;2022;reprodutivo_23;9.5;0.5;19.5;20.5;69.5;20.5;44.8;68.3;71.5;15334.033;
9;B;50;0;D2;10;10;no tag;2022;reprodutivo_23;1.5;4;11.5;14;61.5;14;28.1;21.8;17.1;1170.5292;
9;C;0;50;A2;0;10;no tag;2022;immaturo_23 ;0;8.5;0;18.5;0;68.5;5.9;5;5;78.5;
9;C;0;50;A3;0;20;no tag;2022;immaturo_23 ;1;3;1;23;1;73;8.9;5;5;78.5;
9;C;0;50;A3;0;20;no tag;2022;immaturo_23 ;1.5;4.5;1.5;24.5;1.5;74.5;6.5;5;5;78.5;
9;C;0;50;A3;0;20;no tag;2022;immaturo_23 ;8;7.5;8;27.5;8;77.5;12.3;6.9;7.6;164.6616;
9;C;0;50;B1;10;0;2208;2022;reprodutivo_23;10;6;20;6;20;56;32.8;53.7;58.9;9931.6002;
9;C;0;50;C1;20;0;no tag;2022;immaturo_23 ;3;1;23;1;23;51;6.8;5;5;78.5;
9;C;0;50;D1;30;0;2203;2022;immaturo_23 ;8.5;8.5;38.5;8.5;38.5;58.5;35.8;64.1;69.6;14008.6704;
9;C;0;50;D2;30;10;no tag;2022;reprodutivo_23;4;4;34;14;34;64;22.2;29.6;26.35;2449.0744;
9;C;0;50;D2;30;10;no tag;2022;reprodutivo_23;8;6.5;38;16.5;38;66.5;27.6;19;22.9;1366.214;
9;C;0;50;D2;30;10;no tag;2022;reprodutivo_23;4;2;34;12;34;62;20.9;12.3;7.9;305.1138;
9;C;0;50;D5;30;40;2206;2022;reprodutivo_23;5.5;10;35.5;50;35.5;100;34.7;33.7;35.6;3767.1208;
9;C;0;50;E1;40;0;no tag;2022;immaturo_23 ;7;4.5;47;4.5;47;54.5;3.1;5;5;78.5;
9;C;0;50;E1;40;0;no tag;2022;immaturo_23 ;6.5;7;46.5;7;46.5;57;6.3;5;5;78.5;
9;C;0;50;E2 ;40;10;2204;2022;reprodutivo_23;4;4.5;44;14.5;44;64.5;32.4;31.6;27;2679.048;
9;C;0;50;E2;40;10;no tag;2022;immaturo_23 ;10;4;50;14;50;64;12.6;5;5;78.5;
9;C;0;50;E2;40;10;2205;2022;immaturo_23 ;10;6.5;50;16.5;50;66.5;17.3;48.9;24.9;3823.2954;
9;D;50;50;A1;40;0;2214;2022;immaturo_23 ;9;9;49;9;99;59;18.7;22.6;28.9;2050.8596;
9;D;50;50;A2;30;0;2218;2022;reprodutivo_23;5;1;35;1;85;51;27.5;40.9;49.7;6382.7722;
9;D;50;50;A2;30;0;2217;2022;reprodutivo_23;8;6.5;38;6.5;88;56.5;28.5;39.7;47.3;5896.3234;
9;D;50;50;A3;20;0;no tag;2022;immaturo_23 ;9;9;29;9;79;59;13.6;7.7;6.7;161.9926;
9;D;50;50;A3;20;0;2215;2022;reprodutivo_23;1;9.5;21;9.5;71;59.5;28.6;39.1;25.4;3118.4596;
9;D;50;50;A3;20;0;2216;2022;reprodutivo_23;7;4.5;27;4.5;77;54.5;33.3;30.1;42.7;4035.7478;
9;D;50;50;B1;40;10;no tag;2022;reprodutivo_23;3;1;43;11;93;61;15.9;5;5;78.5;
9;D;50;50;B1;40;10;no tag;2022;immaturo_23 ;4;4;44;14;94;64;5.1;5;5;78.5;
9;D;50;50;B1;40;10;no tag;2022;immaturo_23 ;5;4.5;45;14.5;95;64.5;7.4;5;5;78.5;
9;D;50;50;B2;30;10;2225;2022;immaturo_23 ;4.5;6;34.5;16;84.5;66;15.9;16.1;17;859.418;
9;D;50;50;B3;20;10;2223;2022;reprodutivo_23;2;1;22;11;72;61;8.6;5;5;78.5;
9;D;50;50;B3;20;10;no tag;2022;immaturo_23 ;2.5;9.5;22.5;19.5;72.5;69.5;6;5;5;78.5;
9;D;50;50;B3;20;10;no tag;2022;immaturo_23 ;2.5;9.5;22.5;19.5;72.5;69.5;6;5;5;78.5;
9;D;50;50;D2;30;30;2211;2022;immaturo_23 ;1.5;8;31.5;38;81.5;88;7.4;5;5;78.5;
9;D;50;50;D2;30;30;2222;2022;immaturo_23 ;8;6;38;36;88;86;19.1;18.7;25.1;1473.8218;
9;D;50;50;D4;10;30;2224;2022;reprodutivo_23;5;6;15;36;65;86;25.5;22.9;23.3;1675.4098;
9;D;50;50;E2;30;40;2221;2022;immaturo_23 ;5;8;35;48;85;98;11.3;9.3;8.9;259.8978;
9;D;50;50;E3 ;20;40;2210;2022;immaturo_23 ;4;4.5;24;44.5;74;94.5;20.2;16;16.6;833.984;
9;D;50;50;E3;20;40;2212;2022;reprodutivo_23;10;4;30;44;80;94;18.6;15;13.3;626.43;
9;D;50;50;E3 ;20;40;no tag;2022;reprodutivo_23;4.5;2;24.5;42;74.5;92;16.7;11.1;11.1;386.8794;
9;D;50;50;E5;0;40;2213;2022;reprodutivo_23;10;2;10;42;60;92;29.4;38.3;41.6;5002.8992;
10;A;0;0;A2;40;30;no tag;2022;immaturo_23 ;3.5;4.5;43.5;34.5;43.5;34.5;13.2;11.2;12.3;432.5664;
10;A;0;0;B5;30;0;no tag;2022;immaturo_23 ;4;5;34;5;34;5;12.9;13.9;11.7;510.6582;
10;A;0;0;D1;10;40;no tag;2022;immaturo_23 ;3;4;13;44;13;44;7.1;5;5;78.5;
10;B;50;0;D1;0;10;2226;2022;reprodutivo_23;6;5;6;15;56;15;27;15.2;11.4;544.0992;
10;B;50;0;D1;0;10;2227;2022;reprodutivo_23;5.5;7;5.5;17;55.5;17;18.8;26.1;18.4;1507.9536;
10;C;0;50;B1;10;0;2229;2022;reprodutivo_23;8;0;18;0;18;50;23.6;16;23.7;1190.688;
10;C;0;50;C1;20;0;no tag;2022;immaturo_23 ;1.5;8;21.5;8;21.5;58;9.3;12.9;12.4;502.2744;
10;C;0;50;D2;30;10;2231;2022;immaturo_23 ;1.5;7.5;31.5;17.5;31.5;67.5;12.4;5;5;78.5;
10;D;50;50;E5 ;0;40;2237;2022;reprodutivo_23;3;6;3;46;53;96;31.8;52;24.7;4033.016;
